query,metric,value,who
DOM manipulation utils,map@3,0.0,gpt_zeroshot
DOM manipulation utils,mrr@3,0.0,gpt_zeroshot
DOM manipulation utils,ndcg@3,0.0,gpt_zeroshot
DOM manipulation utils,precision@3,0.0,gpt_zeroshot
DOM manipulation utils,recall@3,0.0,gpt_zeroshot
DOM manipulation utils,f1@3,0.0,gpt_zeroshot
DOM manipulation utils,map@5,0.0,gpt_zeroshot
DOM manipulation utils,mrr@5,0.0,gpt_zeroshot
DOM manipulation utils,ndcg@5,0.0,gpt_zeroshot
DOM manipulation utils,precision@5,0.0,gpt_zeroshot
DOM manipulation utils,recall@5,0.0,gpt_zeroshot
DOM manipulation utils,f1@5,0.0,gpt_zeroshot
DOM manipulation utils,map@7,0.0,gpt_zeroshot
DOM manipulation utils,mrr@7,0.0,gpt_zeroshot
DOM manipulation utils,ndcg@7,0.0,gpt_zeroshot
DOM manipulation utils,precision@7,0.0,gpt_zeroshot
DOM manipulation utils,recall@7,0.0,gpt_zeroshot
DOM manipulation utils,f1@7,0.0,gpt_zeroshot
calculate word similarity,map@3,0.05,gpt_zeroshot
calculate word similarity,mrr@3,0.5,gpt_zeroshot
calculate word similarity,ndcg@3,0.2960819109658652,gpt_zeroshot
calculate word similarity,precision@3,0.3333333333333333,gpt_zeroshot
calculate word similarity,recall@3,0.1,gpt_zeroshot
calculate word similarity,f1@3,0.15384615384615383,gpt_zeroshot
calculate word similarity,map@5,0.05,gpt_zeroshot
calculate word similarity,mrr@5,0.5,gpt_zeroshot
calculate word similarity,ndcg@5,0.21398626473452756,gpt_zeroshot
calculate word similarity,precision@5,0.2,gpt_zeroshot
calculate word similarity,recall@5,0.1,gpt_zeroshot
calculate word similarity,f1@5,0.13333333333333333,gpt_zeroshot
calculate word similarity,map@7,0.08333333333333333,gpt_zeroshot
calculate word similarity,mrr@7,0.5,gpt_zeroshot
calculate word similarity,ndcg@7,0.27134058233820724,gpt_zeroshot
calculate word similarity,precision@7,0.2857142857142857,gpt_zeroshot
calculate word similarity,recall@7,0.2,gpt_zeroshot
calculate word similarity,f1@7,0.23529411764705882,gpt_zeroshot
check valid email address,map@3,0.05454545454545454,gpt_zeroshot
check valid email address,mrr@3,1.0,gpt_zeroshot
check valid email address,ndcg@3,1.0,gpt_zeroshot
check valid email address,precision@3,1.0,gpt_zeroshot
