query,metric,value,who
DOM manipulation utils,map@3,0.17647058823529413,borda_fuse
DOM manipulation utils,mrr@3,1.0,borda_fuse
DOM manipulation utils,ndcg@3,1.0,borda_fuse
DOM manipulation utils,precision@3,1.0,borda_fuse
DOM manipulation utils,recall@3,0.17647058823529413,borda_fuse
DOM manipulation utils,f1@3,0.3,borda_fuse
DOM manipulation utils,map@5,0.17647058823529413,borda_fuse
DOM manipulation utils,mrr@5,1.0,borda_fuse
DOM manipulation utils,ndcg@5,0.7227265726449519,borda_fuse
DOM manipulation utils,precision@5,0.6,borda_fuse
DOM manipulation utils,recall@5,0.17647058823529413,borda_fuse
DOM manipulation utils,f1@5,0.2727272727272727,borda_fuse
DOM manipulation utils,map@7,0.17647058823529413,borda_fuse
DOM manipulation utils,mrr@7,1.0,borda_fuse
DOM manipulation utils,ndcg@7,0.5857421563596757,borda_fuse
DOM manipulation utils,precision@7,0.42857142857142855,borda_fuse
DOM manipulation utils,recall@7,0.17647058823529413,borda_fuse
DOM manipulation utils,f1@7,0.25,borda_fuse
captcha authentication,map@3,0.41666666666666663,borda_fuse
captcha authentication,mrr@3,1.0,borda_fuse
captcha authentication,ndcg@3,0.7039180890341347,borda_fuse
captcha authentication,precision@3,0.6666666666666666,borda_fuse
captcha authentication,recall@3,0.5,borda_fuse
captcha authentication,f1@3,0.5714285714285715,borda_fuse
captcha authentication,map@5,0.41666666666666663,borda_fuse
captcha authentication,mrr@5,1.0,borda_fuse
captcha authentication,ndcg@5,0.5855700749881525,borda_fuse
captcha authentication,precision@5,0.4,borda_fuse
captcha authentication,recall@5,0.5,borda_fuse
captcha authentication,f1@5,0.4444444444444445,borda_fuse
captcha authentication,map@7,0.41666666666666663,borda_fuse
captcha authentication,mrr@7,1.0,borda_fuse
captcha authentication,ndcg@7,0.5855700749881525,borda_fuse
captcha authentication,precision@7,0.2857142857142857,borda_fuse
captcha authentication,recall@7,0.5,borda_fuse
captcha authentication,f1@7,0.36363636363636365,borda_fuse
check valid email address,map@3,0.05454545454545454,borda_fuse
check valid email address,mrr@3,1.0,borda_fuse
check valid email address,ndcg@3,1.0,borda_fuse
check valid email address,precision@3,1.0,borda_fuse
check valid email address,recall@3,0.05454545454545454,borda_fuse
check valid email address,f1@3,0.10344827586206896,borda_fuse
check valid email address,map@5,0.06909090909090909,borda_fuse
check valid email address,mrr@5,1.0,borda_fuse
check valid email address,ndcg@5,0.8539316501572937,borda_fuse
check valid email address,precision@5,0.8,borda_fuse
check valid email address,recall@5,0.07272727272727272,borda_fuse
check valid email address,f1@5,0.13333333333333333,borda_fuse
check valid email address,map@7,0.08424242424242423,borda_fuse
check valid email address,mrr@7,1.0,borda_fuse
check valid email address,ndcg@7,0.7899917627398735,borda_fuse
check valid email address,precision@7,0.7142857142857143,borda_fuse
check valid email address,recall@7,0.09090909090909091,borda_fuse
check valid email address,f1@7,0.16129032258064518,borda_fuse
convert data formats,map@3,0.03488372093023256,borda_fuse
convert data formats,mrr@3,1.0,borda_fuse
convert data formats,ndcg@3,1.0,borda_fuse
convert data formats,precision@3,1.0,borda_fuse
convert data formats,recall@3,0.03488372093023256,borda_fuse
convert data formats,f1@3,0.06741573033707865,borda_fuse
convert data formats,map@5,0.05813953488372093,borda_fuse
convert data formats,mrr@5,1.0,borda_fuse
convert data formats,ndcg@5,1.0,borda_fuse
convert data formats,precision@5,1.0,borda_fuse
convert data formats,recall@5,0.05813953488372093,borda_fuse
convert data formats,f1@5,0.10989010989010987,borda_fuse
convert data formats,map@7,0.06976744186046512,borda_fuse
convert data formats,mrr@7,1.0,borda_fuse
convert data formats,ndcg@7,0.9083745556952364,borda_fuse
convert data formats,precision@7,0.8571428571428571,borda_fuse
convert data formats,recall@7,0.06976744186046512,borda_fuse
convert data formats,f1@7,0.12903225806451613,borda_fuse
convert text to speech,map@3,0.15384615384615385,borda_fuse
convert text to speech,mrr@3,1.0,borda_fuse
convert text to speech,ndcg@3,0.7653606369886217,borda_fuse
convert text to speech,precision@3,0.6666666666666666,borda_fuse
convert text to speech,recall@3,0.15384615384615385,borda_fuse
convert text to speech,f1@3,0.25,borda_fuse
convert text to speech,map@5,0.27307692307692305,borda_fuse
convert text to speech,mrr@5,1.0,borda_fuse
convert text to speech,ndcg@5,0.830419897363192,borda_fuse
convert text to speech,precision@5,0.8,borda_fuse
convert text to speech,recall@5,0.3076923076923077,borda_fuse
convert text to speech,f1@5,0.4444444444444444,borda_fuse
convert text to speech,map@7,0.27307692307692305,borda_fuse
convert text to speech,mrr@7,1.0,borda_fuse
convert text to speech,ndcg@7,0.6730234638881231,borda_fuse
convert text to speech,precision@7,0.5714285714285714,borda_fuse
convert text to speech,recall@7,0.3076923076923077,borda_fuse
convert text to speech,f1@7,0.4,borda_fuse
credit card validation,map@3,0.08333333333333333,borda_fuse
credit card validation,mrr@3,1.0,borda_fuse
credit card validation,ndcg@3,1.0,borda_fuse
credit card validation,precision@3,1.0,borda_fuse
credit card validation,recall@3,0.08333333333333333,borda_fuse
credit card validation,f1@3,0.15384615384615385,borda_fuse
credit card validation,map@5,0.1388888888888889,borda_fuse
credit card validation,mrr@5,1.0,borda_fuse
credit card validation,ndcg@5,1.0,borda_fuse
credit card validation,precision@5,1.0,borda_fuse
credit card validation,recall@5,0.1388888888888889,borda_fuse
credit card validation,f1@5,0.24390243902439027,borda_fuse
credit card validation,map@7,0.19444444444444445,borda_fuse
credit card validation,mrr@7,1.0,borda_fuse
credit card validation,ndcg@7,1.0,borda_fuse
credit card validation,precision@7,1.0,borda_fuse
credit card validation,recall@7,0.19444444444444445,borda_fuse
credit card validation,f1@7,0.32558139534883723,borda_fuse
detect text language,map@3,0.3,borda_fuse
detect text language,mrr@3,1.0,borda_fuse
detect text language,ndcg@3,1.0,borda_fuse
detect text language,precision@3,1.0,borda_fuse
detect text language,recall@3,0.3,borda_fuse
detect text language,f1@3,0.4615384615384615,borda_fuse
detect text language,map@5,0.5,borda_fuse
detect text language,mrr@5,1.0,borda_fuse
detect text language,ndcg@5,1.0,borda_fuse
detect text language,precision@5,1.0,borda_fuse
detect text language,recall@5,0.5,borda_fuse
detect text language,f1@5,0.6666666666666666,borda_fuse
detect text language,map@7,0.5,borda_fuse
detect text language,mrr@7,1.0,borda_fuse
detect text language,ndcg@7,0.8104616303452685,borda_fuse
detect text language,precision@7,0.7142857142857143,borda_fuse
detect text language,recall@7,0.5,borda_fuse
detect text language,f1@7,0.588235294117647,borda_fuse
download free music,map@3,0.09090909090909091,borda_fuse
download free music,mrr@3,1.0,borda_fuse
download free music,ndcg@3,0.7653606369886217,borda_fuse
download free music,precision@3,0.6666666666666666,borda_fuse
download free music,recall@3,0.09090909090909091,borda_fuse
download free music,f1@3,0.16,borda_fuse
download free music,map@5,0.09090909090909091,borda_fuse
download free music,mrr@5,1.0,borda_fuse
download free music,ndcg@5,0.5531464700081437,borda_fuse
download free music,precision@5,0.4,borda_fuse
download free music,recall@5,0.09090909090909091,borda_fuse
download free music,f1@5,0.14814814814814814,borda_fuse
download free music,map@7,0.09090909090909091,borda_fuse
download free music,mrr@7,1.0,borda_fuse
download free music,ndcg@7,0.4483039899025303,borda_fuse
download free music,precision@7,0.2857142857142857,borda_fuse
download free music,recall@7,0.09090909090909091,borda_fuse
download free music,f1@7,0.13793103448275862,borda_fuse
download web videos,map@3,0.05208333333333333,borda_fuse
download web videos,mrr@3,1.0,borda_fuse
download web videos,ndcg@3,0.7039180890341347,borda_fuse
download web videos,precision@3,0.6666666666666666,borda_fuse
download web videos,recall@3,0.0625,borda_fuse
download web videos,f1@3,0.11428571428571428,borda_fuse
download web videos,map@5,0.05208333333333333,borda_fuse
download web videos,mrr@5,1.0,borda_fuse
download web videos,ndcg@5,0.5087403079104241,borda_fuse
download web videos,precision@5,0.4,borda_fuse
download web videos,recall@5,0.0625,borda_fuse
download web videos,f1@5,0.10810810810810811,borda_fuse
download web videos,map@7,0.05208333333333333,borda_fuse
download web videos,mrr@7,1.0,borda_fuse
download web videos,ndcg@7,0.41231449937143627,borda_fuse
download web videos,precision@7,0.2857142857142857,borda_fuse
download web videos,recall@7,0.0625,borda_fuse
download web videos,f1@7,0.10256410256410256,borda_fuse
extract barcode from image,map@3,0.0625,borda_fuse
extract barcode from image,mrr@3,1.0,borda_fuse
extract barcode from image,ndcg@3,0.46927872602275644,borda_fuse
extract barcode from image,precision@3,0.3333333333333333,borda_fuse
extract barcode from image,recall@3,0.0625,borda_fuse
extract barcode from image,f1@3,0.10526315789473684,borda_fuse
extract barcode from image,map@5,0.0625,borda_fuse
extract barcode from image,mrr@5,1.0,borda_fuse
extract barcode from image,ndcg@5,0.3391602052736161,borda_fuse
extract barcode from image,precision@5,0.2,borda_fuse
extract barcode from image,recall@5,0.0625,borda_fuse
extract barcode from image,f1@5,0.09523809523809523,borda_fuse
extract barcode from image,map@7,0.0625,borda_fuse
extract barcode from image,mrr@7,1.0,borda_fuse
extract barcode from image,ndcg@7,0.27487633291429087,borda_fuse
extract barcode from image,precision@7,0.14285714285714285,borda_fuse
extract barcode from image,recall@7,0.0625,borda_fuse
extract barcode from image,f1@7,0.08695652173913043,borda_fuse
mathematical functions,map@3,0.08333333333333333,borda_fuse
mathematical functions,mrr@3,1.0,borda_fuse
mathematical functions,ndcg@3,1.0,borda_fuse
mathematical functions,precision@3,1.0,borda_fuse
mathematical functions,recall@3,0.08333333333333333,borda_fuse
mathematical functions,f1@3,0.15384615384615385,borda_fuse
mathematical functions,map@5,0.08333333333333333,borda_fuse
mathematical functions,mrr@5,1.0,borda_fuse
mathematical functions,ndcg@5,0.7227265726449519,borda_fuse
mathematical functions,precision@5,0.6,borda_fuse
mathematical functions,recall@5,0.08333333333333333,borda_fuse
mathematical functions,f1@5,0.14634146341463414,borda_fuse
mathematical functions,map@7,0.10185185185185185,borda_fuse
mathematical functions,mrr@7,1.0,borda_fuse
mathematical functions,ndcg@7,0.6836550817096436,borda_fuse
mathematical functions,precision@7,0.5714285714285714,borda_fuse
mathematical functions,recall@7,0.1111111111111111,borda_fuse
mathematical functions,f1@7,0.18604651162790697,borda_fuse
quick sort algorithm,map@3,0.05357142857142857,borda_fuse
quick sort algorithm,mrr@3,1.0,borda_fuse
quick sort algorithm,ndcg@3,1.0,borda_fuse
quick sort algorithm,precision@3,1.0,borda_fuse
quick sort algorithm,recall@3,0.05357142857142857,borda_fuse
quick sort algorithm,f1@3,0.10169491525423728,borda_fuse
quick sort algorithm,map@5,0.05357142857142857,borda_fuse
quick sort algorithm,mrr@5,1.0,borda_fuse
quick sort algorithm,ndcg@5,0.7227265726449519,borda_fuse
quick sort algorithm,precision@5,0.6,borda_fuse
quick sort algorithm,recall@5,0.05357142857142857,borda_fuse
quick sort algorithm,f1@5,0.0983606557377049,borda_fuse
quick sort algorithm,map@7,0.05357142857142857,borda_fuse
quick sort algorithm,mrr@7,1.0,borda_fuse
quick sort algorithm,ndcg@7,0.5857421563596757,borda_fuse
quick sort algorithm,precision@7,0.42857142857142855,borda_fuse
quick sort algorithm,recall@7,0.05357142857142857,borda_fuse
