query,metric,value,who
DOM manipulation utils,map@3,0.17647058823529413,cohere
DOM manipulation utils,mrr@3,1.0,cohere
DOM manipulation utils,ndcg@3,1.0,cohere
DOM manipulation utils,precision@3,1.0,cohere
DOM manipulation utils,recall@3,0.17647058823529413,cohere
DOM manipulation utils,f1@3,0.3,cohere
DOM manipulation utils,map@5,0.23529411764705882,cohere
DOM manipulation utils,mrr@5,1.0,cohere
DOM manipulation utils,ndcg@5,0.8687949224876582,cohere
DOM manipulation utils,precision@5,0.8,cohere
DOM manipulation utils,recall@5,0.23529411764705882,cohere
DOM manipulation utils,f1@5,0.3636363636363636,cohere
DOM manipulation utils,map@7,0.33473389355742295,cohere
DOM manipulation utils,mrr@7,1.0,cohere
DOM manipulation utils,ndcg@7,0.8936633189697701,cohere
DOM manipulation utils,precision@7,0.8571428571428571,cohere
DOM manipulation utils,recall@7,0.35294117647058826,cohere
DOM manipulation utils,f1@7,0.5,cohere
captcha authentication,map@3,0.29166666666666663,cohere
captcha authentication,mrr@3,0.5,cohere
captcha authentication,ndcg@3,0.5307212739772434,cohere
captcha authentication,precision@3,0.6666666666666666,cohere
captcha authentication,recall@3,0.5,cohere
captcha authentication,f1@3,0.5714285714285715,cohere
captcha authentication,map@5,0.29166666666666663,cohere
captcha authentication,mrr@5,0.5,cohere
captcha authentication,ndcg@5,0.44149241373678083,cohere
captcha authentication,precision@5,0.4,cohere
captcha authentication,recall@5,0.5,cohere
captcha authentication,f1@5,0.4444444444444445,cohere
captcha authentication,map@7,0.29166666666666663,cohere
captcha authentication,mrr@7,0.5,cohere
captcha authentication,ndcg@7,0.44149241373678083,cohere
captcha authentication,precision@7,0.2857142857142857,cohere
captcha authentication,recall@7,0.5,cohere
captcha authentication,f1@7,0.36363636363636365,cohere
check valid email address,map@3,0.05454545454545454,cohere
check valid email address,mrr@3,1.0,cohere
check valid email address,ndcg@3,1.0,cohere
check valid email address,precision@3,1.0,cohere
check valid email address,recall@3,0.05454545454545454,cohere
check valid email address,f1@3,0.10344827586206896,cohere
check valid email address,map@5,0.07272727272727272,cohere
check valid email address,mrr@5,1.0,cohere
check valid email address,ndcg@5,0.8687949224876582,cohere
check valid email address,precision@5,0.8,cohere
check valid email address,recall@5,0.07272727272727272,cohere
check valid email address,f1@5,0.13333333333333333,cohere
check valid email address,map@7,0.10346320346320345,cohere
check valid email address,mrr@7,1.0,cohere
check valid email address,ndcg@7,0.8936633189697701,cohere
check valid email address,precision@7,0.8571428571428571,cohere
check valid email address,recall@7,0.10909090909090909,cohere
check valid email address,f1@7,0.19354838709677416,cohere
convert data formats,map@3,0.023255813953488372,cohere
convert data formats,mrr@3,1.0,cohere
convert data formats,ndcg@3,0.7653606369886217,cohere
convert data formats,precision@3,0.6666666666666666,cohere
convert data formats,recall@3,0.023255813953488372,cohere
convert data formats,f1@3,0.0449438202247191,cohere
convert data formats,map@5,0.04127906976744186,cohere
convert data formats,mrr@5,1.0,cohere
convert data formats,ndcg@5,0.830419897363192,cohere
convert data formats,precision@5,0.8,cohere
convert data formats,recall@5,0.046511627906976744,cohere
convert data formats,f1@5,0.0879120879120879,cohere
convert data formats,map@7,0.04958471760797342,cohere
convert data formats,mrr@7,1.0,cohere
convert data formats,ndcg@7,0.7646489081928868,cohere
convert data formats,precision@7,0.7142857142857143,cohere
convert data formats,recall@7,0.05813953488372093,cohere
convert data formats,f1@7,0.10752688172043011,cohere
convert text to speech,map@3,0.23076923076923078,cohere
convert text to speech,mrr@3,1.0,cohere
convert text to speech,ndcg@3,1.0,cohere
convert text to speech,precision@3,1.0,cohere
convert text to speech,recall@3,0.23076923076923078,cohere
convert text to speech,f1@3,0.375,cohere
convert text to speech,map@5,0.3076923076923077,cohere
convert text to speech,mrr@5,1.0,cohere
convert text to speech,ndcg@5,0.8687949224876582,cohere
convert text to speech,precision@5,0.8,cohere
convert text to speech,recall@5,0.3076923076923077,cohere
convert text to speech,f1@5,0.4444444444444444,cohere
convert text to speech,map@7,0.3076923076923077,cohere
convert text to speech,mrr@7,1.0,cohere
convert text to speech,ndcg@7,0.7041249493150387,cohere
convert text to speech,precision@7,0.5714285714285714,cohere
convert text to speech,recall@7,0.3076923076923077,cohere
convert text to speech,f1@7,0.4,cohere
credit card validation,map@3,0.08333333333333333,cohere
credit card validation,mrr@3,1.0,cohere
credit card validation,ndcg@3,1.0,cohere
credit card validation,precision@3,1.0,cohere
credit card validation,recall@3,0.08333333333333333,cohere
credit card validation,f1@3,0.15384615384615385,cohere
credit card validation,map@5,0.1388888888888889,cohere
credit card validation,mrr@5,1.0,cohere
credit card validation,ndcg@5,1.0,cohere
credit card validation,precision@5,1.0,cohere
credit card validation,recall@5,0.1388888888888889,cohere
credit card validation,f1@5,0.24390243902439027,cohere
credit card validation,map@7,0.19444444444444445,cohere
credit card validation,mrr@7,1.0,cohere
credit card validation,ndcg@7,1.0,cohere
credit card validation,precision@7,1.0,cohere
credit card validation,recall@7,0.19444444444444445,cohere
credit card validation,f1@7,0.32558139534883723,cohere
detect text language,map@3,0.2,cohere
detect text language,mrr@3,1.0,cohere
detect text language,ndcg@3,0.7653606369886217,cohere
detect text language,precision@3,0.6666666666666666,cohere
detect text language,recall@3,0.2,cohere
detect text language,f1@3,0.30769230769230765,cohere
detect text language,map@5,0.2,cohere
detect text language,mrr@5,1.0,cohere
