query,metric,value,who
DOM manipulation utils,map@3,0.058823529411764705,cohere
DOM manipulation utils,mrr@3,1.0,cohere
DOM manipulation utils,ndcg@3,0.46927872602275644,cohere
DOM manipulation utils,precision@3,0.3333333333333333,cohere
DOM manipulation utils,recall@3,0.058823529411764705,cohere
DOM manipulation utils,f1@3,0.1,cohere
DOM manipulation utils,map@5,0.058823529411764705,cohere
DOM manipulation utils,mrr@5,1.0,cohere
DOM manipulation utils,ndcg@5,0.3391602052736161,cohere
DOM manipulation utils,precision@5,0.2,cohere
DOM manipulation utils,recall@5,0.058823529411764705,cohere
DOM manipulation utils,f1@5,0.0909090909090909,cohere
DOM manipulation utils,map@7,0.058823529411764705,cohere
DOM manipulation utils,mrr@7,1.0,cohere
DOM manipulation utils,ndcg@7,0.27487633291429087,cohere
DOM manipulation utils,precision@7,0.14285714285714285,cohere
DOM manipulation utils,recall@7,0.058823529411764705,cohere
DOM manipulation utils,f1@7,0.08333333333333333,cohere
calculate word similarity,map@3,0.0,cohere
calculate word similarity,mrr@3,0.0,cohere
calculate word similarity,ndcg@3,0.0,cohere
calculate word similarity,precision@3,0.0,cohere
calculate word similarity,recall@3,0.0,cohere
calculate word similarity,f1@3,0.0,cohere
calculate word similarity,map@5,0.0,cohere
calculate word similarity,mrr@5,0.0,cohere
calculate word similarity,ndcg@5,0.0,cohere
calculate word similarity,precision@5,0.0,cohere
calculate word similarity,recall@5,0.0,cohere
calculate word similarity,f1@5,0.0,cohere
calculate word similarity,map@7,0.0,cohere
calculate word similarity,mrr@7,0.0,cohere
calculate word similarity,ndcg@7,0.0,cohere
calculate word similarity,precision@7,0.0,cohere
calculate word similarity,recall@7,0.0,cohere
calculate word similarity,f1@7,0.0,cohere
captcha authentication,map@3,0.0,cohere
captcha authentication,mrr@3,0.0,cohere
captcha authentication,ndcg@3,0.0,cohere
captcha authentication,precision@3,0.0,cohere
captcha authentication,recall@3,0.0,cohere
captcha authentication,f1@3,0.0,cohere
captcha authentication,map@5,0.0,cohere
captcha authentication,mrr@5,0.0,cohere
captcha authentication,ndcg@5,0.0,cohere
captcha authentication,precision@5,0.0,cohere
captcha authentication,recall@5,0.0,cohere
captcha authentication,f1@5,0.0,cohere
captcha authentication,map@7,0.0,cohere
captcha authentication,mrr@7,0.0,cohere
captcha authentication,ndcg@7,0.0,cohere
captcha authentication,precision@7,0.0,cohere
captcha authentication,recall@7,0.0,cohere
captcha authentication,f1@7,0.0,cohere
check valid email address,map@3,0.05454545454545454,cohere
check valid email address,mrr@3,1.0,cohere
check valid email address,ndcg@3,1.0,cohere
check valid email address,precision@3,1.0,cohere
check valid email address,recall@3,0.05454545454545454,cohere
check valid email address,f1@3,0.10344827586206896,cohere
check valid email address,map@5,0.05454545454545454,cohere
check valid email address,mrr@5,1.0,cohere
check valid email address,ndcg@5,0.7227265726449519,cohere
check valid email address,precision@5,0.6,cohere
check valid email address,recall@5,0.05454545454545454,cohere
check valid email address,f1@5,0.09999999999999999,cohere
check valid email address,map@7,0.05454545454545454,cohere
